objectid,unit_name,countyname,tot_pop_y,tot_white,tot_black,tot_asian,tot_amind,tot_other,tot_hispanic,vap_total,vap_white,vap_black,vap_asian,vap_amind,vap_other,vap_hispanic,reg_total_24_12,reg_white_24_12,reg_black_24_12,reg_other_24_12,reg_dem_total_24_12,reg_dem_white_24_12,reg_dem_black_24_12,reg_dem_other_24_12,reg_rep_total_24_12,reg_rep_white_24_12,reg_rep_black_24_12,reg_rep_other_24_12,reg_oth_total_24_12,reg_oth_white_24_12,reg_oth_black_24_12,reg_oth_other_24_12,congressional,senate,house,public_service_commission,supreme_court
4828,2B,St. Landry,363,34,314,2,4,9,10,281,25,243,2,4,7,10,261,10,246,5,207,1,204,2,7,2,4,1,47,7,38,2,Congressional District 6,State Senate District 17,State House District 46,District 4,District 2
833,5N,Cameron,555,517,17,4,7,10,11,415,386,12,3,7,7,8,433,406,14,13,67,55,8,4,260,254,1,5,106,97,5,4,Congressional District 3,State Senate District 25,State House District 47,District 4,District 3
1232,8-2,Sabine,1709,553,781,10,319,46,96,1223,434,515,7,238,29,80,856,314,385,157,480,119,312,49,186,116,15,55,190,79,58,53,Congressional District 4,State Senate District 31,State House District 7,District 5,District 3
323,8-3A,Avoyelles,1238,1147,45,1,25,20,19,894,831,26,1,19,17,12,741,706,16,19,153,137,13,3,399,392,0,7,189,177,3,9,Congressional District 6,State Senate District 28,State House District 28,District 4,District 2
2571,2-5A,Bossier,928,279,508,20,23,98,140,672,233,332,17,15,75,86,311,136,141,34,132,34,91,7,64,49,8,7,115,53,42,20,Congressional District 4,State Senate District 36,State House District 2,District 5,District 4
93,34,Webster,561,132,407,1,3,18,15,442,96,330,0,3,13,8,365,85,280,0,240,13,227,0,53,46,7,0,72,26,46,0,Congressional District 4,State Senate District 31,State House District 10,District 5,District 4
847,123,Lafayette,2580,1410,1012,40,19,99,102,1808,1068,623,28,15,74,72,1521,919,516,86,516,146,352,18,535,497,15,23,470,276,149,45,Congressional District 3,State Senate District 24,State House District 39,District 2,District 5
1872,370,Calcasieu,2736,1718,804,55,47,112,158,2077,1369,553,38,38,79,104,1312,844,417,51,507,182,312,13,444,422,11,11,361,240,94,27,Congressional District 3,State Senate District 25,State House District 47,District 4,District 3
2546,4-2,Bossier,589,511,27,4,24,23,27,427,368,19,2,17,21,21,425,369,24,32,62,32,23,7,247,233,0,14,116,104,1,11,Congressional District 4,State Senate District 36,State House District 9,District 5,District 4
2187,7-10,Orleans,695,75,587,5,4,24,35,538,68,442,5,3,20,27,438,40,378,20,329,28,291,10,5,1,3,1,104,11,84,9,Congressional District 2,State Senate District 5,State House District 93,District 3,District 7
44,25,Webster,928,34,884,0,4,6,9,709,17,687,0,4,1,1,551,3,538,10,451,0,446,5,12,0,12,0,88,3,80,5,Congressional District 4,State Senate District 36,State House District 10,District 5,District 4
3278,6-1,Assumption,1091,573,479,8,11,20,28,862,445,380,7,10,20,23,815,449,346,20,450,145,298,7,222,207,10,5,143,97,38,8,Congressional District 2,State Senate District 2,State House District 60,District 2,District 6
2653,59,Ouachita,1132,616,457,22,10,27,28,897,528,324,20,9,16,14,704,412,265,27,257,63,191,3,257,243,4,10,190,106,70,14,Congressional District 5,State Senate District 35,State House District 14,District 5,District 4
4174,1-3,Assumption,183,143,26,1,7,6,9,135,115,10,0,7,3,6,99,91,8,0,34,28,6,0,40,39,1,0,25,24,1,0,Congressional District 2,State Senate District 2,State House District 60,District 3,District 6
941,51,Claiborne,237,158,69,2,4,4,3,192,132,53,1,3,3,3,202,141,57,4,62,22,40,0,90,87,1,2,50,32,16,2,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
2042,9-19,Orleans,1043,400,581,14,11,37,51,893,372,469,13,7,32,41,799,343,382,74,542,214,285,43,21,12,8,1,236,117,89,30,Congressional District 2,State Senate District 3,State House District 93,District 3,District 7
724,38,St. Landry,908,625,259,2,9,13,15,667,475,177,0,6,9,8,530,390,121,19,141,57,80,4,229,211,8,10,160,122,33,5,Congressional District 6,State Senate District 17,State House District 46,District 4,District 2
2368,35,Livingston,2210,1499,518,41,56,96,115,1657,1138,367,27,49,76,79,1321,927,342,52,385,105,273,7,568,543,11,14,368,279,58,31,Congressional District 5,State Senate District 13,State House District 71,District 2,District 1
3205,30,Jefferson,1238,985,53,100,6,94,102,1012,823,49,62,4,74,82,943,824,23,96,193,156,17,20,510,484,1,25,240,184,5,51,Congressional District 1,State Senate District 9,State House District 94,District 1,District 6
3167,238B,Jefferson,2394,840,1116,220,23,195,237,1897,670,868,184,18,157,185,1234,430,532,272,587,100,416,71,284,217,13,54,363,113,103,147,Congressional District 2,State Senate District 7,State House District 105,District 3,District 7
3326,18,East Carroll,173,137,27,2,4,3,6,148,122,21,1,2,2,5,116,98,16,2,35,22,11,2,61,59,2,0,20,17,3,0,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
3051,10-K,Jefferson,1510,726,276,195,16,297,341,1260,652,212,144,15,237,281,860,510,102,248,219,90,69,60,367,294,1,72,274,126,32,116,Congressional District 1,State Senate District 10,State House District 79,District 1,District 6
3075,84,Jefferson,1146,749,114,36,40,207,247,914,642,67,23,29,153,174,632,535,27,70,160,120,19,21,275,261,0,14,197,154,8,35,Congressional District 1,State Senate District 9,State House District 80,District 1,District 6
2110,8-15,Orleans,1621,235,1299,8,8,71,118,1319,199,1057,4,7,52,79,1185,182,938,65,919,98,789,32,30,20,7,3,236,64,142,30,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
2367,36A,Livingston,1980,1706,96,27,63,88,94,1488,1295,62,20,53,58,55,1032,978,17,37,141,127,9,5,579,560,1,18,312,291,7,14,Congressional District 5,State Senate District 13,State House District 95,District 2,District 1
1511,801,St. Tammany,2222,1727,195,37,47,216,246,1720,1385,131,30,29,145,156,1431,1219,103,109,239,160,58,21,746,702,3,41,446,357,42,47,Congressional District 1,State Senate District 1,State House District 76,District 1,District 1
655,16A,Beauregard,1408,1184,126,23,37,38,57,1031,874,94,19,21,23,34,823,662,85,76,158,86,60,12,398,372,5,21,267,204,20,43,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
4865,31,St. Martin,578,554,15,1,4,4,9,509,488,13,0,4,4,9,435,427,2,6,89,87,1,1,221,217,0,4,125,123,1,1,Congressional District 3,State Senate District 22,State House District 46,District 2,District 5
3369,1-20,East Baton Rouge,3402,262,1915,255,33,937,1032,2348,218,1343,203,24,560,622,1484,122,1210,152,998,38,917,43,100,43,30,27,386,41,263,82,Congressional District 6,State Senate District 15,State House District 101,District 3,District 2
3428,42,Tangipahoa,2661,1215,1260,36,33,117,161,2053,1041,861,34,29,88,112,1237,765,410,62,502,197,286,19,386,363,10,13,349,205,114,30,Congressional District 5,State Senate District 37,State House District 86,District 1,District 1
908,7,Tensas,150,111,29,2,0,8,5,123,97,19,0,0,7,5,111,91,18,2,26,15,11,0,63,61,1,1,22,15,6,1,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
1143,4-5,Natchitoches,278,231,26,1,12,8,7,215,174,22,0,11,8,6,150,134,9,7,24,18,5,1,78,75,2,1,48,41,2,5,Congressional District 6,State Senate District 31,State House District 25,District 5,District 3
2392,26,Livingston,1664,1497,56,29,29,53,57,1298,1179,35,21,21,42,44,1171,1097,26,48,174,152,16,6,691,665,2,24,306,280,8,18,Congressional District 5,State Senate District 13,State House District 71,District 2,District 1
1130,2-7,Natchitoches,355,89,253,0,6,7,8,276,73,193,0,4,6,5,273,56,213,4,188,6,178,4,47,42,5,0,38,8,30,0,Congressional District 6,State Senate District 29,State House District 13,District 5,District 3
2183,5-16,Orleans,579,419,75,20,12,53,58,513,391,55,18,9,40,43,365,287,30,48,193,150,18,25,47,45,0,2,125,92,12,21,Congressional District 1,State Senate District 4,State House District 94,District 3,District 6
2304,9-42C,Orleans,2212,40,2109,5,6,52,89,1532,35,1460,3,4,30,54,1207,53,1118,36,912,29,865,18,17,4,13,0,278,20,240,18,Congressional District 2,State Senate District 4,State House District 99,District 3,District 7
6563,30A,De Soto,136,119,15,0,0,2,0,102,88,12,0,0,2,0,120,105,10,5,16,8,8,0,75,71,0,4,29,26,2,1,Congressional District 4,State Senate District 38,State House District 7,District 5,District 3
387,21,Franklin,800,715,57,2,10,16,16,615,547,46,2,6,14,13,550,495,47,8,106,71,33,2,354,349,1,4,90,75,13,2,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
2938,2-16,East Baton Rouge,1620,34,1571,1,3,11,18,1241,28,1203,0,1,9,11,1199,16,1151,32,944,11,912,21,22,1,21,0,233,4,218,11,Congressional District 6,State Senate District 15,State House District 29,District 3,District 2
2020,17-18A,Orleans,1440,954,175,106,30,175,205,1112,769,119,73,23,128,155,897,702,95,100,273,172,71,30,323,296,2,25,301,234,22,45,Congressional District 1,State Senate District 4,State House District 94,District 1,District 6
1488,902,St. Tammany,1225,671,386,14,27,127,154,925,546,271,7,26,75,89,596,384,170,42,178,67,101,10,178,160,6,12,240,157,63,20,Congressional District 1,State Senate District 1,State House District 90,District 1,District 1
720,35,St. Landry,2909,1336,1486,11,18,58,57,2126,1046,1013,11,13,43,39,1963,973,939,51,930,197,720,13,559,526,19,14,474,250,200,24,Congressional District 6,State Senate District 24,State House District 40,District 4,District 3
2717,67,Ouachita,2016,776,1069,106,21,44,76,1690,715,823,102,17,33,63,444,197,226,21,203,45,151,7,96,86,7,3,145,66,68,11,Congressional District 5,State Senate District 34,State House District 16,District 5,District 2
2338,15-14B,Orleans,817,149,569,20,3,76,115,656,127,451,19,3,56,82,644,123,451,70,436,39,363,34,71,51,11,9,137,33,77,27,Congressional District 2,State Senate District 7,State House District 102,District 3,District 7
4536,5-3,Iberia,2082,980,897,57,32,116,119,1630,848,636,37,20,89,86,1135,582,497,56,523,156,353,14,283,259,19,5,329,167,125,37,Congressional District 3,State Senate District 22,State House District 96,District 4,District 5
4541,4-1,Iberia,1581,332,1191,21,13,24,37,1180,281,860,21,7,11,19,810,153,627,30,473,39,425,9,84,63,15,6,253,51,187,15,Congressional District 3,State Senate District 22,State House District 96,District 4,District 5
4542,4-2,Iberia,2187,337,1766,40,8,36,64,1648,279,1306,36,2,25,42,1374,179,1143,52,895,45,842,8,131,85,34,12,348,49,267,32,Congressional District 3,State Senate District 22,State House District 96,District 4,District 5
1840,308,Calcasieu,1801,62,1685,4,4,46,44,1197,35,1120,4,4,34,28,773,21,729,23,590,3,575,12,16,3,11,2,167,15,143,9,Congressional District 3,State Senate District 27,State House District 34,District 4,District 3
5471,4A,West Baton Rouge,803,575,184,1,13,30,35,563,406,125,1,7,24,26,566,413,139,14,190,73,115,2,242,232,3,7,134,108,21,5,Congressional District 6,State Senate District 17,State House District 18,District 2,District 2
1339,105,Lafayette,2119,1905,102,40,20,52,78,1568,1441,58,26,13,30,42,1981,1793,85,103,310,246,43,21,1139,1091,3,45,532,456,39,37,Congressional District 3,State Senate District 23,State House District 31,District 2,District 5
1344,87,Lafayette,2243,1910,119,96,29,89,122,1910,1624,109,78,28,71,101,1781,1572,72,137,212,146,47,19,1103,1051,4,48,466,375,21,70,Congressional District 3,State Senate District 23,State House District 43,District 2,District 5
831,16B,Cameron,913,853,12,6,9,33,49,653,618,5,3,9,18,30,705,687,1,17,140,139,0,1,391,384,1,6,174,164,0,10,Congressional District 3,State Senate District 25,State House District 47,District 4,District 3
3473,1-9,Vernon,123,112,1,2,4,4,5,92,84,1,2,1,4,4,85,78,1,6,18,16,1,1,49,44,0,5,18,18,0,0,Congressional District 4,State Senate District 30,State House District 24,District 4,District 3
2558,4-3A,Bossier,1561,967,459,13,50,72,66,1150,719,344,7,34,46,38,1068,715,306,47,318,77,232,9,433,416,6,11,317,222,68,27,Congressional District 4,State Senate District 36,State House District 9,District 5,District 4
2222,14-6,Orleans,757,688,9,18,15,27,37,605,551,5,16,14,19,22,617,575,6,36,217,204,3,10,207,199,0,8,193,172,3,18,Congressional District 1,State Senate District 9,State House District 98,District 1,District 7
2157,4-3,Orleans,1507,332,863,18,19,275,337,1198,300,678,16,19,185,232,704,214,408,82,450,109,294,47,37,25,10,2,217,80,104,33,Congressional District 2,State Senate District 5,State House District 23,District 3,District 7
4811,37A,St. Landry,744,624,105,0,3,12,11,587,490,86,0,2,9,8,510,419,77,14,155,89,62,4,234,226,4,4,121,104,11,6,Congressional District 6,State Senate District 17,State House District 40,District 4,District 3
4819,13A,St. Landry,240,211,22,1,2,4,7,179,161,16,1,1,0,3,151,146,3,2,34,34,0,0,83,80,2,1,34,32,1,1,Congressional District 6,State Senate District 17,State House District 40,District 4,District 2
2759,17,Jackson,195,132,48,6,4,5,3,132,99,27,3,1,2,1,144,121,19,4,41,25,16,0,71,69,0,2,32,27,3,2,Congressional District 4,State Senate District 29,State House District 13,District 5,District 4
7086,4-5,St. John the Baptist,121,10,93,4,2,12,19,79,9,55,2,1,12,17,67,8,51,8,37,0,35,2,7,6,1,0,23,2,15,6,Congressional District 2,State Senate District 19,State House District 57,District 3,District 7
2979,3-12,East Baton Rouge,3399,1002,1569,140,43,645,739,2512,914,1030,109,26,433,505,1486,583,724,179,757,157,543,57,300,245,19,36,429,181,162,86,Congressional District 6,State Senate District 6,State House District 65,District 3,District 6
3483,2-4,Vernon,1120,945,59,14,56,46,64,842,713,46,11,44,28,40,694,595,50,49,122,84,33,5,365,337,2,26,207,174,15,18,Congressional District 4,State Senate District 30,State House District 24,District 4,District 3
2045,13-8,Orleans,768,649,53,17,7,42,52,620,516,49,16,6,33,45,560,467,20,73,231,183,13,35,153,140,2,11,176,144,5,27,Congressional District 1,State Senate District 5,State House District 98,District 3,District 7
1150,4-3,Natchitoches,370,174,127,2,13,54,8,324,160,100,2,12,50,7,303,167,92,44,127,34,71,22,106,93,3,10,70,40,18,12,Congressional District 6,State Senate District 31,State House District 25,District 5,District 3
2232,3-14,Orleans,557,370,85,21,6,75,92,490,336,80,20,5,49,66,413,292,64,57,253,167,54,32,20,17,0,3,140,108,10,22,Congressional District 2,State Senate District 4,State House District 23,District 3,District 7
889,1-5,Lafourche,2264,1600,518,17,45,84,109,1642,1220,341,8,26,47,67,1355,1026,269,60,386,190,183,13,564,541,3,20,405,295,83,27,Congressional District 2,State Senate District 21,State House District 55,District 2,District 5
1589,N6,Rapides,2079,1456,512,17,59,35,58,1621,1177,361,11,45,27,37,1083,830,212,41,288,124,159,5,528,508,3,17,267,198,50,19,Congressional District 6,State Senate District 29,State House District 27,District 4,District 4
226,7-2,Bienville,369,206,149,1,4,9,4,283,156,117,1,0,9,3,222,130,91,1,102,26,76,0,67,66,0,1,53,38,15,0,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
2066,5-10,Orleans,564,293,221,10,14,26,36,519,276,198,10,14,21,28,416,213,160,43,279,131,124,24,14,9,2,3,123,73,34,16,Congressional District 2,State Senate District 4,State House District 23,District 3,District 7
704,16,St. Landry,1015,892,93,0,10,20,20,743,666,61,0,5,11,11,695,660,15,20,157,148,8,1,368,354,3,11,170,158,4,8,Congressional District 6,State Senate District 17,State House District 46,District 4,District 2
1137,3-6,Natchitoches,528,479,11,5,16,17,13,394,361,5,5,14,9,3,371,358,2,11,78,77,0,1,188,181,1,6,105,100,1,4,Congressional District 6,State Senate District 31,State House District 25,District 5,District 3
2576,2-12A,Bossier,2687,862,1543,45,40,197,252,2059,761,1097,41,33,127,154,1035,424,537,74,464,80,364,20,231,197,17,17,340,147,156,37,Congressional District 4,State Senate District 39,State House District 2,District 5,District 4
2177,2-1,Orleans,1429,979,227,74,25,124,148,1361,944,204,71,24,118,138,964,691,119,154,385,244,82,59,210,188,0,22,369,259,37,73,Congressional District 2,State Senate District 5,State House District 93,District 3,District 7
1106,4-9,Natchitoches,1083,634,353,9,27,60,31,859,526,260,4,26,43,14,837,525,248,64,300,79,190,31,367,343,8,16,170,103,50,17,Congressional District 6,State Senate District 31,State House District 22,District 5,District 3
4197,49A,De Soto,440,246,182,0,3,9,9,341,205,130,0,1,5,6,267,175,90,2,93,27,66,0,116,113,2,1,58,35,22,1,Congressional District 4,State Senate District 38,State House District 7,District 5,District 3
4200,60A,De Soto,26,7,19,0,0,0,1,16,4,12,0,0,0,1,20,10,9,1,7,0,7,0,8,8,0,0,5,2,2,1,Congressional District 6,State Senate District 31,State House District 7,District 5,District 3
2275,7-25,Orleans,869,94,739,1,5,30,34,720,81,610,1,4,24,26,712,66,603,43,557,36,499,22,12,5,6,1,143,25,98,20,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
2305,7-9A,Orleans,623,51,545,4,4,19,32,496,47,427,4,1,17,23,448,11,417,20,345,5,327,13,4,1,3,0,99,5,87,7,Congressional District 2,State Senate District 4,State House District 93,District 3,District 7
8299,4-6,Caddo,856,714,69,29,9,35,45,686,585,41,23,6,31,34,566,470,49,47,139,86,41,12,246,240,1,5,181,144,7,30,Congressional District 4,State Senate District 38,State House District 6,District 5,District 4
8301,5-4,Caddo,1698,259,1378,8,16,37,54,1312,231,1032,8,15,26,35,600,75,502,23,405,14,382,9,45,31,12,2,150,30,108,12,Congressional District 6,State Senate District 39,State House District 2,District 5,District 3
8205,1-96,East Baton Rouge,2377,474,1524,113,17,249,269,1814,431,1114,94,17,158,183,1212,243,870,99,748,67,658,23,145,99,23,23,319,77,189,53,Congressional District 6,State Senate District 15,State House District 61,District 3,District 2
8206,3-42,East Baton Rouge,1985,130,1799,19,15,22,32,1364,119,1210,16,8,11,19,1073,77,961,35,816,18,779,19,51,36,11,4,206,23,171,12,Congressional District 6,State Senate District 15,State House District 101,District 3,District 2
8207,2-38,East Baton Rouge,1435,661,691,31,20,32,37,1017,467,494,21,15,20,25,1191,469,669,53,602,63,528,11,311,282,13,16,278,124,128,26,Congressional District 6,State Senate District 15,State House District 63,District 3,District 2
558,1-3,Acadia,1719,1314,344,17,13,31,29,1361,1071,256,9,9,16,17,1115,920,178,17,345,211,131,3,546,533,10,3,224,176,37,11,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
1140,4-7,Natchitoches,115,88,7,1,9,10,8,99,79,4,1,6,9,6,64,60,0,4,3,3,0,0,42,38,0,4,19,19,0,0,Congressional District 6,State Senate District 31,State House District 25,District 5,District 3
3161,215,Jefferson,2656,1080,917,379,40,240,286,2077,886,701,285,28,177,202,1731,697,654,380,802,186,510,106,387,311,11,65,542,200,133,209,Congressional District 2,State Senate District 7,State House District 87,District 3,District 7
221,6-2,Bienville,424,392,7,3,10,12,4,299,279,2,1,7,10,3,250,241,3,6,33,28,3,2,165,162,0,3,52,51,0,1,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
4208,26A,De Soto,139,106,23,0,6,4,0,124,91,23,0,6,4,0,75,46,26,3,33,10,21,2,25,24,0,1,17,12,5,0,Congressional District 6,State Senate District 31,State House District 7,District 5,District 3
4210,16A,De Soto,1558,1335,88,17,59,59,48,1142,987,53,12,47,43,36,1134,1037,38,59,139,108,22,9,712,688,0,24,283,241,16,26,Congressional District 4,State Senate District 38,State House District 7,District 5,District 3
258,115,St. Tammany,1664,1371,158,33,11,91,95,1345,1124,129,16,10,66,69,1364,1267,23,74,154,131,14,9,911,876,0,35,299,260,9,30,Congressional District 1,State Senate District 11,State House District 77,District 1,District 1
4501,7-6,Grant,3014,1593,1311,43,56,11,964,2938,1524,1308,40,55,11,964,191,184,0,7,21,21,0,0,113,111,0,2,57,52,0,5,Congressional District 4,State Senate District 35,State House District 22,District 4,District 4
2668,4-8E,Bossier,867,732,50,10,34,41,46,689,593,36,7,26,27,31,602,541,34,27,75,50,22,3,351,340,0,11,176,151,12,13,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
6,26,Union,623,235,373,0,5,10,7,493,196,286,0,4,7,1,480,199,272,9,255,46,204,5,130,118,12,0,95,35,56,4,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
4835,43,St. Martin,770,664,73,4,14,15,16,576,510,40,2,12,12,12,544,460,67,17,175,121,49,5,262,256,2,4,107,83,16,8,Congressional District 3,State Senate District 17,State House District 46,District 2,District 5
4863,24,St. Martin,3589,1028,2390,13,22,136,154,2610,817,1686,9,15,83,100,2130,667,1422,41,1218,127,1082,9,389,350,32,7,523,190,308,25,Congressional District 3,State Senate District 24,State House District 96,District 2,District 5
3166,199,Jefferson,1901,977,605,100,63,156,187,1437,779,439,69,38,112,132,1278,706,412,160,480,131,312,37,379,341,5,33,419,234,95,90,Congressional District 1,State Senate District 8,State House District 84,District 1,District 7
4553,8A,Jefferson Davis,435,255,141,8,13,18,16,383,226,122,8,11,16,11,114,102,7,5,23,18,5,0,55,55,0,0,36,29,2,5,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
4488,10A,East Feliciana,152,71,78,0,1,2,2,129,67,60,0,1,1,1,126,52,67,7,63,3,58,2,39,38,0,1,24,11,9,4,Congressional District 5,State Senate District 17,State House District 62,District 2,District 2
4489,12A,East Feliciana,413,107,292,3,3,8,9,345,92,247,0,1,5,7,429,86,332,11,301,19,276,6,51,43,7,1,77,24,49,4,Congressional District 5,State Senate District 17,State House District 62,District 2,District 2
2180,16-4,Orleans,927,638,169,60,10,50,79,831,580,139,57,9,46,66,685,469,116,100,394,256,89,49,61,52,2,7,230,161,25,44,Congressional District 2,State Senate District 5,State House District 98,District 3,District 7
4209,33A,De Soto,316,119,180,0,9,8,13,228,82,132,0,6,8,8,188,87,97,4,77,3,72,2,54,47,5,2,57,37,20,0,Congressional District 6,State Senate District 38,State House District 7,District 5,District 3
7072,6-3,St. Charles,924,705,156,7,6,50,65,710,559,110,3,5,33,38,590,443,82,65,161,80,67,14,248,229,0,19,181,134,15,32,Congressional District 1,State Senate District 19,State House District 56,District 3,District 6
1679,1-5,St. Charles,875,35,779,11,8,42,49,625,23,562,4,6,30,35,518,8,500,10,396,4,387,5,12,3,9,0,110,1,104,5,Congressional District 2,State Senate District 19,State House District 57,District 3,District 7
8353,5,Tensas,256,42,210,0,2,2,4,178,31,144,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
4859,33,St. Martin,1818,811,969,9,16,13,18,1366,611,729,3,10,13,16,1228,560,645,23,577,109,462,6,348,318,22,8,303,133,161,9,Congressional District 3,State Senate District 24,State House District 46,District 2,District 5
7881,85,Claiborne,419,102,310,0,4,3,1,298,83,214,0,0,1,1,230,67,159,4,128,10,115,3,41,33,7,1,61,24,37,0,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
3188,155,Jefferson,1153,705,308,26,16,98,138,898,587,216,18,15,62,82,670,430,166,74,249,112,116,21,180,165,4,11,241,153,46,42,Congressional District 2,State Senate District 8,State House District 83,District 3,District 7
535,6-16,Acadia,482,379,62,11,9,21,23,413,326,56,10,5,16,16,421,363,41,17,118,89,25,4,212,207,2,3,91,67,14,10,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
25,28,Union,621,470,108,0,17,26,24,516,397,85,0,13,21,20,492,414,70,8,116,56,59,1,263,259,2,2,113,99,9,5,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
6561,16C,De Soto,289,248,9,3,23,6,4,231,201,8,3,17,2,2,154,139,7,8,20,16,4,0,85,79,0,6,49,44,3,2,Congressional District 4,State Senate District 38,State House District 7,District 5,District 3
6562,16B,De Soto,359,248,59,1,26,25,19,254,177,46,1,20,10,6,330,262,52,16,57,19,34,4,196,182,5,9,77,61,13,3,Congressional District 4,State Senate District 38,State House District 7,District 5,District 3
1274,24,Lafayette,2123,201,1748,12,13,149,167,1517,161,1238,12,8,98,104,1203,101,1058,44,797,34,748,15,79,29,45,5,327,38,265,24,Congressional District 6,State Senate District 24,State House District 44,District 2,District 5
1672,C17,Rapides,1106,533,527,11,12,23,29,890,463,392,8,9,18,22,663,367,266,30,286,109,169,8,173,156,13,4,204,102,84,18,Congressional District 6,State Senate District 29,State House District 26,District 4,District 2
4860,27,St. Martin,375,180,187,2,0,6,7,270,149,118,1,0,2,3,222,115,101,6,103,30,72,1,61,57,2,2,58,28,27,3,Congressional District 3,State Senate District 22,State House District 46,District 2,District 5
910,9,Tensas,180,56,124,0,0,0,0,118,47,71,0,0,0,0,123,71,50,2,57,17,39,1,44,41,2,1,22,13,9,0,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
295,2-4,Avoyelles,1958,853,1006,31,38,30,31,1516,693,754,24,21,24,30,1028,493,489,46,558,152,381,25,251,231,16,4,219,110,92,17,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
1210,2-6,Sabine,986,900,16,8,39,23,20,786,733,8,7,23,15,17,662,624,6,32,81,76,2,3,448,429,2,17,133,119,2,12,Congressional District 4,State Senate District 31,State House District 24,District 5,District 3
237,9B,Jefferson Davis,1988,1574,345,7,26,36,39,1443,1190,209,2,16,26,24,1205,1086,96,23,290,221,66,3,594,578,6,10,321,287,24,10,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
3466,120B,Tangipahoa,870,627,184,8,23,28,49,646,482,120,6,19,19,31,627,477,119,31,150,63,80,7,270,260,1,9,207,154,38,15,Congressional District 1,State Senate District 37,State House District 73,District 1,District 1
1242,1-1,Plaquemines,423,213,160,1,6,43,58,313,154,127,1,6,25,34,308,164,133,11,149,31,118,0,105,99,3,3,54,34,12,8,Congressional District 1,State Senate District 7,State House District 105,District 1,District 6
3275,5-3,Assumption,574,463,89,1,7,14,25,476,394,65,0,7,10,21,345,307,34,4,133,109,23,1,129,128,1,0,83,70,10,3,Congressional District 2,State Senate District 21,State House District 60,District 2,District 6
413,4-2,Concordia,2283,1246,882,48,23,84,119,1943,1048,757,47,12,79,110,814,488,314,12,367,98,265,4,264,252,8,4,183,138,41,4,Congressional District 5,State Senate District 32,State House District 21,District 5,District 2
4493,14C,East Feliciana,52,46,5,0,1,0,0,45,42,2,0,1,0,0,36,29,6,1,9,3,5,1,17,17,0,0,10,9,1,0,Congressional District 5,State Senate District 17,State House District 62,District 2,District 2
6410,2-1A,Bossier,791,577,148,17,27,22,39,605,452,104,15,15,19,31,565,444,78,43,86,26,50,10,318,303,3,12,161,115,25,21,Congressional District 4,State Senate District 36,State House District 8,District 5,District 4
4525,11-4,Iberia,1038,600,335,44,12,47,47,827,496,249,35,7,40,37,559,362,157,40,158,55,100,3,226,201,12,13,175,106,45,24,Congressional District 3,State Senate District 22,State House District 96,District 4,District 5
4543,4-3,Iberia,1034,370,586,17,13,48,59,756,318,377,14,9,38,42,426,195,210,21,177,35,136,6,93,85,7,1,156,75,67,14,Congressional District 3,State Senate District 22,State House District 96,District 4,District 5
2831,1-13,East Baton Rouge,1350,203,1088,24,16,19,33,1022,185,781,24,16,16,24,524,69,425,30,343,28,302,13,32,19,12,1,149,22,111,16,Congressional District 6,State Senate District 14,State House District 67,District 3,District 2
2255,7-41,Orleans,520,364,82,34,1,39,42,431,304,67,27,1,32,36,440,319,76,45,194,119,60,15,118,107,1,10,128,93,15,20,Congressional District 1,State Senate District 4,State House District 94,District 3,District 7
5136,11,St. Martin,659,184,463,1,2,9,13,535,148,379,1,2,5,6,505,146,357,2,296,19,275,2,104,91,13,0,105,36,69,0,Congressional District 3,State Senate District 22,State House District 96,District 2,District 5
5137,9,St. Martin,1936,1341,489,60,10,36,47,1436,1014,337,43,8,34,39,1296,943,316,37,404,172,228,4,566,541,10,15,326,230,78,18,Congressional District 3,State Senate District 22,State House District 96,District 2,District 5
5138,10,St. Martin,1541,167,1352,3,13,6,22,1215,134,1065,2,11,3,13,1185,94,1076,15,890,24,864,2,88,52,32,4,207,18,180,9,Congressional District 3,State Senate District 22,State House District 96,District 2,District 5
