objectid,unit_name,countyname,tot_pop_y,tot_white,tot_black,tot_asian,tot_amind,tot_other,tot_hispanic,vap_total,vap_white,vap_black,vap_asian,vap_amind,vap_other,vap_hispanic,reg_total_24_12,reg_white_24_12,reg_black_24_12,reg_other_24_12,reg_dem_total_24_12,reg_dem_white_24_12,reg_dem_black_24_12,reg_dem_other_24_12,reg_rep_total_24_12,reg_rep_white_24_12,reg_rep_black_24_12,reg_rep_other_24_12,reg_oth_total_24_12,reg_oth_white_24_12,reg_oth_black_24_12,reg_oth_other_24_12,congressional,senate,house,public_service_commission,supreme_court
2117,17-7,Orleans,898,476,327,9,24,62,47,751,412,268,8,17,46,32,754,387,302,65,503,224,238,41,32,27,3,2,219,136,61,22,Congressional District 2,State Senate District 5,State House District 98,District 3,District 7
2381,39,Livingston,1763,1319,228,16,23,177,198,1365,1086,131,16,18,114,127,1064,903,118,43,215,132,74,9,551,527,7,17,298,244,37,17,Congressional District 5,State Senate District 13,State House District 71,District 2,District 1
7415,46,Vermilion,782,534,156,36,13,43,44,640,472,99,28,11,30,26,503,398,75,30,182,133,46,3,199,180,3,16,122,85,26,11,Congressional District 3,State Senate District 26,State House District 31,District 4,District 5
2317,9-41C,Orleans,2013,65,756,706,23,463,658,1285,48,374,577,16,270,374,729,17,255,457,242,2,171,69,151,7,8,136,336,8,76,252,Congressional District 2,State Senate District 3,State House District 100,District 3,District 1
2398,23,Livingston,2681,2287,118,64,57,155,177,1984,1730,84,43,31,96,98,1788,1582,126,80,295,189,94,12,1008,970,6,32,485,423,26,36,Congressional District 5,State Senate District 13,State House District 71,District 2,District 1
2092,16-3,Orleans,914,702,85,45,14,68,83,782,609,68,45,8,52,64,605,453,68,84,324,233,57,34,97,81,2,14,184,139,9,36,Congressional District 2,State Senate District 9,State House District 98,District 3,District 7
2093,16-5,Orleans,800,585,102,53,16,44,51,668,493,79,46,16,34,46,554,448,41,65,325,264,33,28,63,56,1,6,166,128,7,31,Congressional District 2,State Senate District 5,State House District 98,District 3,District 7
2094,14-12,Orleans,1028,757,97,61,15,98,103,884,679,67,54,15,69,83,704,587,21,96,392,327,20,45,100,91,0,9,212,169,1,42,Congressional District 2,State Senate District 9,State House District 98,District 1,District 7
2096,4-8,Orleans,798,622,93,15,17,51,63,717,562,83,10,13,49,60,539,429,53,57,284,226,36,22,64,55,1,8,191,148,16,27,Congressional District 1,State Senate District 4,State House District 23,District 3,District 6
2097,4-7,Orleans,489,352,70,22,5,40,65,439,327,63,14,4,31,56,345,247,51,47,187,133,35,19,39,35,1,3,119,79,15,25,Congressional District 1,State Senate District 4,State House District 23,District 3,District 6
2098,7-13,Orleans,718,212,474,5,1,26,24,625,191,410,5,0,19,17,580,179,360,41,451,129,295,27,11,7,3,1,118,43,62,13,Congressional District 2,State Senate District 5,State House District 93,District 3,District 7
2100,1-2,Orleans,529,417,55,27,6,24,36,479,381,46,25,4,23,29,468,348,56,64,240,177,39,24,55,50,1,4,173,121,16,36,Congressional District 2,State Senate District 5,State House District 91,District 3,District 7
2349,9-40,Orleans,909,24,832,36,1,16,10,685,22,621,26,1,15,8,682,26,623,33,542,15,512,15,16,4,8,4,124,7,103,14,Congressional District 2,State Senate District 3,State House District 100,District 3,District 7
2569,2-18F,Bossier,1587,1304,135,58,44,46,63,1037,847,85,38,35,32,34,1070,940,88,42,95,33,59,3,772,742,3,27,203,165,26,12,Congressional District 4,State Senate District 36,State House District 8,District 5,District 4
2957,54,Morehouse,124,112,8,0,3,1,2,97,88,7,0,1,1,2,112,107,5,0,12,8,4,0,80,80,0,0,20,19,1,0,Congressional District 5,State Senate District 34,State House District 19,District 5,District 4
2216,7-24,Orleans,1060,70,959,16,3,12,11,1006,65,910,16,3,12,8,381,38,310,33,264,20,224,20,9,5,3,1,108,13,83,12,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
2119,9-43F,Orleans,860,42,800,9,4,5,11,635,39,583,5,3,5,10,685,37,617,31,544,16,507,21,11,6,3,2,130,15,107,8,Congressional District 2,State Senate District 4,State House District 99,District 3,District 7
2120,5-8,Orleans,686,252,340,15,8,71,87,564,215,274,15,6,54,66,472,198,220,54,356,138,184,34,16,9,4,3,100,51,32,17,Congressional District 2,State Senate District 4,State House District 23,District 3,District 7
2380,3B,Livingston,861,721,74,13,25,28,38,594,503,41,10,20,20,23,548,511,15,22,55,44,9,2,331,322,1,8,162,145,5,12,Congressional District 5,State Senate District 13,State House District 64,District 1,District 1
2260,12-10,Orleans,698,541,87,26,9,35,58,613,486,72,19,7,29,46,501,393,56,52,243,181,43,19,89,83,0,6,169,129,13,27,Congressional District 1,State Senate District 5,State House District 91,District 3,District 7
2261,7-30,Orleans,1274,294,910,27,5,38,48,1030,244,729,24,4,29,33,1109,236,776,97,804,120,641,43,49,37,4,8,256,79,131,46,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
3286,1,Iberville,946,164,746,2,6,28,38,683,147,513,1,4,18,30,613,99,499,15,464,23,438,3,57,53,4,0,92,23,57,12,Congressional District 2,State Senate District 2,State House District 60,District 3,District 2
3306,20,Iberville,175,105,57,1,4,8,11,129,88,33,1,3,4,5,133,85,44,4,67,32,35,0,28,25,1,2,38,28,8,2,Congressional District 2,State Senate District 2,State House District 60,District 3,District 2
3418,11,Tangipahoa,880,296,554,3,14,13,17,671,230,425,3,7,6,11,526,175,332,19,329,44,276,9,100,92,7,1,97,39,49,9,Congressional District 5,State Senate District 12,State House District 72,District 1,District 1
2431,11,Livingston,2241,1616,455,14,49,107,142,1690,1199,369,7,36,79,92,1244,1048,155,41,331,203,113,15,606,592,4,10,307,253,38,16,Congressional District 5,State Senate District 37,State House District 95,District 1,District 1
2155,9-45A,Orleans,164,131,15,5,3,10,10,145,122,12,3,3,5,7,90,86,0,4,15,15,0,0,46,44,0,2,29,27,0,2,Congressional District 1,State Senate District 1,State House District 100,District 3,District 1
2346,9-44D,Orleans,1542,56,1457,13,5,11,40,1095,46,1031,9,3,6,32,1001,47,914,40,762,22,716,24,26,10,11,5,213,15,187,11,Congressional District 2,State Senate District 4,State House District 100,District 3,District 7
2348,9-44F,Orleans,1529,14,1487,4,4,20,41,1116,13,1083,4,4,12,24,1114,14,1068,32,889,4,865,20,15,7,8,0,210,3,195,12,Congressional District 2,State Senate District 4,State House District 100,District 3,District 7
2085,9-31D,Orleans,1053,28,1002,5,8,10,23,877,23,835,3,8,8,14,727,51,652,24,553,13,525,15,27,8,17,2,147,30,110,7,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
2088,17-3,Orleans,758,311,391,18,5,33,54,625,267,316,11,4,27,47,645,240,343,62,426,124,275,27,29,21,6,2,190,95,62,33,Congressional District 2,State Senate District 5,State House District 98,District 3,District 7
2358,9-9,Orleans,581,405,119,11,12,34,35,529,380,96,11,10,32,33,484,346,87,51,289,205,56,28,21,14,4,3,174,127,27,20,Congressional District 2,State Senate District 3,State House District 99,District 3,District 7
2418,3A,Livingston,1938,1786,30,15,57,50,64,1472,1371,15,7,46,33,38,1236,1194,7,35,167,164,1,2,754,736,3,15,315,294,3,18,Congressional District 5,State Senate District 13,State House District 64,District 2,District 1
2772,2-20,East Baton Rouge,571,156,404,3,1,7,13,442,140,293,3,0,6,10,411,118,282,11,248,31,215,2,59,51,4,4,104,36,63,5,Congressional District 6,State Senate District 15,State House District 63,District 3,District 2
2631,50,Ouachita,1398,1168,142,8,47,33,41,1088,931,88,8,35,26,29,898,836,46,16,112,70,39,3,583,576,2,5,203,190,5,8,Congressional District 4,State Senate District 33,State House District 14,District 5,District 4
2702,6,Ouachita,3260,2522,558,28,79,73,70,2457,1972,353,22,62,48,42,2097,1710,319,68,459,219,228,12,1070,1037,8,25,568,454,83,31,Congressional District 5,State Senate District 33,State House District 14,District 5,District 4
2835,2-17,East Baton Rouge,2170,317,1774,14,15,50,81,1562,281,1226,13,11,31,55,1143,216,882,45,721,57,647,17,120,87,26,7,302,72,209,21,Congressional District 6,State Senate District 15,State House District 62,District 3,District 2
2262,7-28A,Orleans,877,104,734,10,3,26,44,675,78,564,7,2,24,25,664,74,536,54,491,32,436,23,14,9,4,1,159,33,96,30,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
9,2,Union,438,245,172,0,8,13,12,359,206,135,0,7,11,10,365,215,135,15,140,25,110,5,139,131,4,4,86,59,21,6,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
7420,49,Vermilion,3227,2879,150,42,47,109,117,2403,2139,110,31,38,85,87,2035,1859,96,80,395,319,61,15,1079,1045,6,28,561,495,29,37,Congressional District 3,State Senate District 26,State House District 49,District 4,District 5
7421,49B,Vermilion,420,378,15,15,7,5,6,297,277,4,9,3,4,5,278,268,5,5,61,61,0,0,157,153,1,3,60,54,4,2,Congressional District 3,State Senate District 26,State House District 49,District 4,District 5
1982,2-2,Lafourche,1823,1546,149,47,20,61,77,1410,1212,109,31,16,42,50,1554,1408,97,49,295,214,73,8,934,906,4,24,325,288,20,17,Congressional District 3,State Senate District 19,State House District 55,District 2,District 5
2541,4-11B,Bossier,3089,2362,474,78,63,112,153,2196,1717,308,56,56,59,89,1880,1505,272,103,365,147,203,15,1028,986,5,37,487,372,64,51,Congressional District 4,State Senate District 36,State House District 9,District 5,District 4
2768,3-6,East Baton Rouge,2066,1846,58,28,39,95,82,1603,1463,29,15,36,60,54,1408,1346,24,38,235,210,20,5,859,837,2,20,314,299,2,13,Congressional District 5,State Senate District 6,State House District 65,District 2,District 6
2559,2-17A,Bossier,781,291,388,15,6,81,103,593,266,269,14,3,41,63,321,143,153,25,147,29,107,11,65,58,5,2,109,56,41,12,Congressional District 4,State Senate District 36,State House District 8,District 5,District 4
2773,3-3,East Baton Rouge,2862,2088,384,189,49,152,182,2134,1615,252,131,34,102,115,2089,1642,262,185,455,220,191,44,994,945,6,43,640,477,65,98,Congressional District 5,State Senate District 6,State House District 69,District 2,District 6
7410,20A,Vermilion,300,278,14,1,1,6,12,231,222,8,0,1,0,2,207,196,9,2,75,68,6,1,79,76,2,1,53,52,1,0,Congressional District 3,State Senate District 26,State House District 47,District 4,District 5
3429,43,Tangipahoa,2662,490,2047,14,27,84,125,1987,410,1488,9,20,60,88,1083,220,837,26,702,55,641,6,121,94,22,5,260,71,174,15,Congressional District 5,State Senate District 37,State House District 72,District 1,District 1
3039,13-KA,Jefferson,809,580,100,23,11,95,114,661,482,82,21,10,66,84,525,391,67,67,138,72,54,12,232,213,2,17,155,106,11,38,Congressional District 1,State Senate District 19,State House District 92,District 1,District 6
1357,75,Lafayette,1230,878,223,56,13,60,64,1021,746,166,55,13,41,50,676,543,83,50,189,129,49,11,257,233,7,17,230,181,27,22,Congressional District 3,State Senate District 23,State House District 45,District 2,District 5
2416,21,Livingston,3598,2478,761,88,72,199,241,2407,1722,444,56,46,139,152,2067,1460,489,118,507,164,318,25,851,801,16,34,709,495,155,59,Congressional District 5,State Senate District 13,State House District 81,District 1,District 1
2084,17-9,Orleans,902,51,784,4,9,54,74,718,43,627,4,6,38,58,564,44,490,30,435,28,390,17,16,3,13,0,113,13,87,13,Congressional District 2,State Senate District 5,State House District 23,District 3,District 7
4185,1-1A,Catahoula,16,9,2,1,2,2,1,12,8,1,0,1,2,0,3,3,0,0,0,0,0,0,2,2,0,0,1,1,0,0,Congressional District 5,State Senate District 32,State House District 21,District 5,District 4
3042,102,Jefferson,752,660,14,14,12,52,65,659,581,11,12,12,43,55,422,385,5,32,96,84,3,9,205,194,0,11,121,107,2,12,Congressional District 1,State Senate District 9,State House District 82,District 1,District 6
3413,124,Tangipahoa,2063,1696,194,25,45,103,124,1494,1250,131,20,32,61,76,1353,1130,132,91,217,123,81,13,739,694,5,40,397,313,46,38,Congressional District 1,State Senate District 37,State House District 73,District 1,District 1
3040,85,Jefferson,1515,1068,174,163,9,101,120,1264,914,138,123,7,82,99,849,673,99,77,240,148,71,21,376,355,6,15,233,170,22,41,Congressional District 1,State Senate District 9,State House District 80,District 1,District 6
3041,201,Jefferson,2308,61,2157,49,1,40,58,1654,45,1541,34,1,33,42,1361,15,1252,94,991,0,959,32,41,6,22,13,329,9,271,49,Congressional District 2,State Senate District 5,State House District 83,District 3,District 7
7422,50,Vermilion,1463,1204,107,83,27,42,63,1049,873,56,68,22,30,45,747,668,22,57,227,200,16,11,300,282,1,17,220,186,5,29,Congressional District 3,State Senate District 26,State House District 49,District 4,District 5
2644,53,Ouachita,1472,1316,69,13,38,36,29,1115,985,55,11,37,27,20,969,905,39,25,119,88,28,3,598,587,1,10,252,230,10,12,Congressional District 4,State Senate District 33,State House District 15,District 5,District 4
2645,31,Ouachita,1967,1145,478,22,41,281,310,1521,976,325,16,32,172,188,895,539,311,45,347,107,228,12,257,237,6,14,291,195,77,19,Congressional District 5,State Senate District 35,State House District 17,District 5,District 4
3036,151,Jefferson,3209,1277,1622,85,36,189,284,2446,1068,1143,61,28,146,203,1991,826,952,213,967,186,703,78,408,359,16,33,616,281,233,102,Congressional District 2,State Senate District 8,State House District 83,District 3,District 7
2560,4-11C,Bossier,1424,938,152,13,57,264,308,1108,769,97,13,46,183,213,618,511,73,34,139,73,60,6,258,250,3,5,221,188,10,23,Congressional District 4,State Senate District 36,State House District 9,District 5,District 4
2722,63,Ouachita,1876,863,834,64,28,87,107,1429,726,571,48,25,59,78,1009,569,366,74,380,100,255,25,315,293,10,12,314,176,101,37,Congressional District 5,State Senate District 35,State House District 14,District 5,District 4
2723,40,Ouachita,1008,761,115,6,42,84,87,763,603,65,6,34,55,45,539,452,57,30,118,64,45,9,236,232,1,3,185,156,11,18,Congressional District 5,State Senate District 35,State House District 15,District 5,District 4
2575,2-9,Bossier,2031,587,1127,76,34,207,252,1320,469,644,44,28,135,161,734,331,338,65,286,55,217,14,181,160,5,16,267,116,116,35,Congressional District 4,State Senate District 36,State House District 8,District 5,District 4
2577,2-19,Bossier,2671,629,1555,80,24,383,458,1937,551,1046,62,20,258,312,874,277,525,72,439,57,367,15,140,113,19,8,295,107,139,49,Congressional District 4,State Senate District 36,State House District 8,District 5,District 4
3362,3-57,East Baton Rouge,3966,1057,1685,208,46,970,1136,2793,923,1097,163,21,589,698,1367,596,620,151,544,104,405,35,328,292,12,24,495,200,203,92,Congressional District 6,State Senate District 14,State House District 67,District 3,District 2
7395,19,Vermilion,1021,936,43,8,7,27,30,740,682,32,6,3,17,20,740,700,24,16,145,132,11,2,359,351,1,7,236,217,12,7,Congressional District 3,State Senate District 26,State House District 47,District 4,District 5
6745,136,Lafayette,2211,1745,285,58,30,93,113,1525,1217,188,37,22,61,77,1910,1575,235,100,320,143,163,14,1048,1001,7,40,542,431,65,46,Congressional District 3,State Senate District 23,State House District 49,District 2,District 5
2904,1-2,East Baton Rouge,3967,121,3357,9,42,438,513,2829,110,2363,4,37,315,378,1057,25,991,41,713,10,686,17,24,3,18,3,320,12,287,21,Congressional District 6,State Senate District 15,State House District 61,District 3,District 2
3439,106A,Tangipahoa,1356,1072,229,12,17,26,30,1040,862,142,10,7,19,19,731,608,98,25,169,91,74,4,399,384,4,11,163,133,20,10,Congressional District 5,State Senate District 12,State House District 86,District 1,District 1
3037,20-K,Jefferson,2447,1366,326,172,33,550,684,1923,1136,234,129,25,399,514,1439,936,154,349,402,195,106,101,566,483,7,76,471,258,41,172,Congressional District 1,State Senate District 10,State House District 92,District 1,District 6
2401,23C,Livingston,2763,2186,306,37,43,191,164,1964,1599,181,27,39,118,102,1525,1291,155,79,258,138,107,13,774,737,4,33,493,416,44,33,Congressional District 5,State Senate District 13,State House District 71,District 2,District 1
2403,21A,Livingston,1364,1139,54,16,41,114,105,1005,851,36,10,24,84,73,649,602,22,25,119,98,16,5,335,323,0,12,195,181,6,8,Congressional District 5,State Senate District 13,State House District 81,District 1,District 1
2114,7-20,Orleans,1662,125,1473,7,18,39,58,1300,109,1144,5,15,27,32,1066,89,922,55,803,56,725,22,16,2,13,1,247,31,184,32,Congressional District 2,State Senate District 5,State House District 93,District 3,District 7
